trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.5, 'e': 0.3275875275236895}",20,6,14.037818149692196,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
186,False,"{'a': 0.5, 'e': 0.32562788715856034}",25,3,26.13775395210487,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.5, 'e': 0.3236799694325367}",20,0,-23.18156482459601,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
188,False,"{'a': 0.5, 'e': 0.32174370422037013}",30,10,1.6650554671334192,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
189,False,"{'a': 0.5, 'e': 0.31981902181630384}",35,15,-33.24754457802526,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",1
190,False,"{'a': 0.5, 'e': 0.3179058529315635}",35,19,1.5663046708579915,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
191,False,"{'a': 0.5, 'e': 0.31600412869186245}",20,0,24.78316507848642,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
192,False,"{'a': 0.5, 'e': 0.31411378063492296}",20,16,7.87976150885641,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.31223474070801055}",30,0,32.414542087252634,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
194,False,"{'a': 0.5, 'e': 0.31036694126548503}",30,13,32.28555076943488,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.5, 'e': 0.3085103150663647}",25,12,20.63270754696295,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.5, 'e': 0.306664795271906}",25,0,-74.89374825590451,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
197,False,"{'a': 0.5, 'e': 0.30483031544319683}",20,5,20.923185299124736,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.5, 'e': 0.3030068095387654}",20,0,-20.050158877030846,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
199,False,"{'a': 0.5, 'e': 0.30119421191220214}",25,2,-52.92357127092324,"{0: 18, 1: 1, 2: 1, 3: 3, 4: 0}",1
200,False,"{'a': 0.5, 'e': 0.2993924573097967}",25,2,22.695149085907097,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
201,False,"{'a': 0.5, 'e': 0.29760148086818883}",25,5,-77.14244520086342,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",1
202,False,"{'a': 0.5, 'e': 0.2958212181120332}",20,0,3.64121431568869,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
203,False,"{'a': 0.5, 'e': 0.29405160495167837}",35,18,-67.67783159009169,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 2}",1
204,False,"{'a': 0.5, 'e': 0.2922925776808594}",25,18,-7.669587832261623,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
205,False,"{'a': 0.5, 'e': 0.2905440729744046}",25,9,29.631341298973638,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.5, 'e': 0.28880602788595566}",30,9,-13.733337433761587,"{0: 16, 1: 3, 2: 1, 3: 1, 4: 0}",1
207,False,"{'a': 0.5, 'e': 0.28707837984570167}",20,7,18.418909212831004,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.5, 'e': 0.28536106665812666}",35,1,-109.41843921404504,"{0: 29, 1: 0, 2: 1, 3: 1, 4: 3}",1
209,False,"{'a': 0.5, 'e': 0.2836540264997704}",30,18,6.70592360331607,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
210,False,"{'a': 0.5, 'e': 0.28195719791700274}",20,16,7.02253786986468,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.5, 'e': 0.28027051982381157}",25,1,-42.88335647928674,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 1}",1
212,False,"{'a': 0.5, 'e': 0.27859393149960326}",20,7,0.5715429532000098,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
213,False,"{'a': 0.5, 'e': 0.2769273725870171}",35,16,-24.74052593456488,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 0}",1
214,False,"{'a': 0.5, 'e': 0.27527078308975234}",20,1,-20.87177695949259,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 0}",1
215,False,"{'a': 0.5, 'e': 0.27362410337040804}",25,18,13.697661081350383,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.5, 'e': 0.2719872741483365}",20,10,15.273605543814863,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.5, 'e': 0.270360236497509}",30,20,13.973277101502031,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.5, 'e': 0.26874293184439435}",30,12,-51.520719859943235,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 2}",1
219,False,"{'a': 0.5, 'e': 0.26713530196585034}",30,23,12.99687389850124,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.5, 'e': 0.2655372889870278}",25,5,17.197513446529594,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
221,False,"{'a': 0.5, 'e': 0.2639488353792868}",20,14,7.41289420113705,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.5, 'e': 0.262369883958126}",20,0,-8.844365290906614,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
223,False,"{'a': 0.5, 'e': 0.26080037788112365}",20,13,10.526867459110594,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.5, 'e': 0.2592402606458915}",20,11,2.3180350672274144,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
225,False,"{'a': 0.5, 'e': 0.25768947608804055}",25,0,-37.99579705362087,"{0: 20, 1: 4, 2: 0, 3: 0, 4: 1}",0
226,False,"{'a': 0.5, 'e': 0.2561479683791593}",25,14,-38.298699564917065,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 1}",1
227,False,"{'a': 0.5, 'e': 0.2546156820248037}",20,8,18.693955657000128,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.5, 'e': 0.25309256186249957}",25,20,10.123058407898275,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.5, 'e': 0.25157855305975646}",20,10,9.633829911265057,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
230,False,"{'a': 0.5, 'e': 0.2500736011120941}",20,0,-7.042866941833379,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
231,False,"{'a': 0.5, 'e': 0.24857765184107966}",20,0,-63.5100250193957,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
232,False,"{'a': 0.5, 'e': 0.24709065139237796}",25,0,-1.3621816531503959,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",1
233,False,"{'a': 0.5, 'e': 0.2456125462338122}",20,6,-19.342221508168183,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
234,False,"{'a': 0.5, 'e': 0.2441432831534371}",20,16,6.202024476890047,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.5, 'e': 0.24268280925762298}",30,18,-16.901590402881485,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
236,False,"{'a': 0.5, 'e': 0.24123107196915192}",20,16,9.609746749144497,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.2397880190253247}",30,15,14.733855851549496,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.23835359847607956}",20,11,9.198558227340673,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.5, 'e': 0.23692775868212176}",20,5,11.924207453394835,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
240,False,"{'a': 0.5, 'e': 0.23551044831306475}",20,14,-0.8065437005674458,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
241,False,"{'a': 0.5, 'e': 0.2341016163455822}",20,0,-25.582434521900193,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
242,False,"{'a': 0.5, 'e': 0.23270121206157107}",25,9,18.548528801572605,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.5, 'e': 0.23130918504632592}",25,19,6.1519900959901666,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.5, 'e': 0.22992548518672384}",25,0,-19.11417976947083,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
245,False,"{'a': 0.5, 'e': 0.2285500626694205}",20,13,-1.3655791926297622,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
246,False,"{'a': 0.5, 'e': 0.22718286797905665}",25,10,21.543755826766848,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.5, 'e': 0.22582385189647586}",25,16,16.699387037261943,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.5, 'e': 0.22447296549695234}",30,18,-22.039718264205227,"{0: 10, 1: 0, 2: 0, 3: 2, 4: 0}",1
249,False,"{'a': 0.5, 'e': 0.22313016014842982}",20,14,1.8073333206029052,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.22179538750977074}",20,13,14.646194977933309,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.5, 'e': 0.22046859952901593}",20,10,8.731943227273483,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
252,False,"{'a': 0.5, 'e': 0.2191497484416548}",20,0,-2.7310080439426496,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
253,False,"{'a': 0.5, 'e': 0.21783878676890578}",20,14,10.005963454469322,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.5, 'e': 0.21653566731600707}",25,10,12.846854340278401,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
255,False,"{'a': 0.5, 'e': 0.21524034317051757}",20,15,-10.873937092154836,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
256,False,"{'a': 0.5, 'e': 0.21395276770062824}",30,0,31.38403264106921,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
257,False,"{'a': 0.5, 'e': 0.21267289455348304}",20,2,1.5409236322597428,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
258,False,"{'a': 0.5, 'e': 0.21140067765351048}",25,15,-0.8942804060981953,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.21013607120076472}",20,12,0.9318670130202247,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
260,False,"{'a': 0.5, 'e': 0.20887902966927693}",20,11,11.490480005586136,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.2076295078054162}",30,20,2.785393892245159,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
262,False,"{'a': 0.5, 'e': 0.20638746062626045}",20,4,-8.492038497994729,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.20515284341797715}",20,2,-22.24470447499993,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 0}",1
264,False,"{'a': 0.5, 'e': 0.20392561173421342}",25,9,-35.57040952037275,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
265,False,"{'a': 0.5, 'e': 0.2027057213944961}",20,12,2.7760435064433313,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.20149312848264125}",30,17,16.819197206427415,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.20028778934517305}",20,12,-24.209518736964572,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
268,False,"{'a': 0.5, 'e': 0.1990896605897524}",35,11,14.58632807540127,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 0}",1
269,False,"{'a': 0.5, 'e': 0.19789869908361465}",20,0,-3.970161765267467,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
270,False,"{'a': 0.5, 'e': 0.19671486195201704}",25,11,-14.063894555713745,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.1955381065766949}",30,15,8.304617040802572,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.19436839059432767}",30,0,42.94898086819482,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
273,False,"{'a': 0.5, 'e': 0.19320567189501364}",20,0,3.0666887682085147,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
274,False,"{'a': 0.5, 'e': 0.19204990862075408}",30,16,-41.10898654283992,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 1}",1
275,False,"{'a': 0.5, 'e': 0.19090105916394629}",30,17,23.838453326093827,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.18975908216588572}",20,10,19.175772921038977,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.1886239365152772}",30,7,36.27132982119419,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.5, 'e': 0.18749558134675456}",25,17,-0.6085672826737425,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.18637397603940997}",25,11,25.13036446578013,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.18525908021533122}",25,15,16.44531885077544,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.5, 'e': 0.1841508537381482}",25,8,-34.91149439497705,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 1}",1
282,False,"{'a': 0.5, 'e': 0.18304925671158812}",20,11,14.05719645296267,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.18195424947803895}",20,8,-13.646944575461559,"{0: 9, 1: 2, 2: 0, 3: 1, 4: 0}",1
284,False,"{'a': 0.5, 'e': 0.1808657926171221}",20,13,13.5051746162357,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.5, 'e': 0.17978384694427296}",35,23,-7.845615608963026,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.17870837350933053}",30,19,22.02946901347358,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.17763933359513495}",35,17,20.399644477723367,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.17657668871613388}",35,18,-41.30268102734014,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 1}",1
289,False,"{'a': 0.5, 'e': 0.17552040061699686}",25,0,-29.98140042363767,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
290,False,"{'a': 0.5, 'e': 0.17447043127123832}",25,0,-27.365397362594692,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
291,False,"{'a': 0.5, 'e': 0.17342674287984836}",30,16,4.0402500035863,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.17238929786993218}",20,0,1.640492061444681,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
293,False,"{'a': 0.5, 'e': 0.17135805889335737}",20,0,13.874884849252119,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
294,False,"{'a': 0.5, 'e': 0.17033298882540943}",30,15,26.07000636963953,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.5, 'e': 0.16931405076345518}",30,11,-41.675008064385935,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 1}",1
296,False,"{'a': 0.5, 'e': 0.16830120802561438}",25,15,20.432827895743493,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.5, 'e': 0.167294424149439}",20,14,8.312589247329292,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.16629366289060088}",25,14,8.15973860692564,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
299,False,"{'a': 0.5, 'e': 0.16529888822158653}",25,1,-12.729569093797133,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 1}",1
300,False,"{'a': 0.5, 'e': 0.16431006433040046}",25,7,-30.52161813533416,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 1}",1
301,False,"{'a': 0.5, 'e': 0.1633271556192758}",30,8,-11.656718590974677,"{0: 19, 1: 1, 2: 0, 3: 2, 4: 0}",1
302,False,"{'a': 0.5, 'e': 0.16235012670339277}",20,7,20.84185145260759,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.5, 'e': 0.16137894240960493}",20,4,6.394663898405143,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
304,False,"{'a': 0.5, 'e': 0.16041356777517274}",20,12,15.7215133910914,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.5, 'e': 0.15945396804650516}",20,3,-15.150282823204318,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
306,False,"{'a': 0.5, 'e': 0.1585001086779083}",20,10,17.909001089837965,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.5, 'e': 0.15755195533034191}",25,9,29.417309589963715,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.5, 'e': 0.156609473870183}",20,14,9.952759445253783,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.5, 'e': 0.1556726303679973}",25,3,11.690578643970923,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 0}",1
310,False,"{'a': 0.5, 'e': 0.1547413910973175}",20,12,12.148818226556717,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.5, 'e': 0.15381572253342926}",20,13,7.870202772278536,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.5, 'e': 0.15289559135216438}",25,7,-53.01957013563898,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 2}",1
313,False,"{'a': 0.5, 'e': 0.1519809644287009}",30,18,21.527629947023943,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.5, 'e': 0.15107180883637084}",25,15,13.727419108545377,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.5, 'e': 0.15016809184547464}",35,13,3.878344528689621,"{0: 20, 1: 1, 2: 0, 3: 1, 4: 0}",1
316,False,"{'a': 0.5, 'e': 0.14926978092210305}",25,5,-48.07021825551564,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",1
317,False,"{'a': 0.5, 'e': 0.14837684372696583}",20,7,24.1641312051236,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.5, 'e': 0.14748924811422748}",30,23,17.346559580236942,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.5, 'e': 0.14660696213035015}",30,14,8.030250871219621,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
320,False,"{'a': 0.5, 'e': 0.14572995401294303}",25,0,-32.02724343663454,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
321,False,"{'a': 0.5, 'e': 0.14485819218961926}",25,8,-26.73734039167257,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
322,False,"{'a': 0.5, 'e': 0.143991645276859}",35,15,35.30087024212955,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.5, 'e': 0.14313028207887982}",20,13,12.852978275211377,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.5, 'e': 0.1422740715865136}",20,8,-0.011468059703204858,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
325,False,"{'a': 0.5, 'e': 0.14142298297609007}",25,7,31.31190665569961,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.5, 'e': 0.1405769856083274}",25,7,-16.32509995733513,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
327,False,"{'a': 0.5, 'e': 0.13973604902722894}",25,10,20.473333662446002,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.5, 'e': 0.138900142958987}",20,5,28.26979142074975,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.5, 'e': 0.13806923731089282}",30,16,22.54047953973063,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.5, 'e': 0.13724330217025332}",20,15,10.10407941047723,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.5, 'e': 0.13642230780331424}",30,13,30.545930428663606,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.5, 'e': 0.1356062246541897}",20,5,6.668799915126163,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
333,False,"{'a': 0.5, 'e': 0.1347950233437982}",20,6,24.747052288452807,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.5, 'e': 0.13398867466880493}",30,18,19.542781643265588,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.5, 'e': 0.1331871496005706}",20,2,-18.823175792001233,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
336,False,"{'a': 0.5, 'e': 0.13239041928410605}",25,19,-1.3624844162596825,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
337,False,"{'a': 0.5, 'e': 0.131598455037034}",20,5,-12.26615320944935,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
338,False,"{'a': 0.5, 'e': 0.13081122834855582}",30,15,-12.868844730834855,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
339,False,"{'a': 0.5, 'e': 0.1300287108784259}",25,5,14.079448952101643,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
340,False,"{'a': 0.5, 'e': 0.12925087445593067}",35,9,-20.175871250552632,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 1}",1
341,False,"{'a': 0.5, 'e': 0.12847769107887502}",20,13,13.034445204532679,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.5, 'e': 0.12770913291257383}",30,10,9.449539879446654,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
343,False,"{'a': 0.5, 'e': 0.12694517228885002}",30,16,-18.646662078319068,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
344,False,"{'a': 0.5, 'e': 0.12618578170503877}",25,20,8.174583884055972,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.5, 'e': 0.12543093382299692}",20,2,-11.427805287193053,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
346,False,"{'a': 0.5, 'e': 0.12468060146811931}",25,14,19.835766059266717,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.5, 'e': 0.12393475762836002}",25,5,32.445326036493704,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.5, 'e': 0.12319337545326038}",25,10,-27.169156002613953,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 1}",1
349,False,"{'a': 0.5, 'e': 0.1224564282529819}",20,0,14.065969428289232,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
350,False,"{'a': 0.5, 'e': 0.12172388949734589}",20,3,14.224056370998483,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.5, 'e': 0.12099573281487792}",25,10,-0.21012779534840176,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
352,False,"{'a': 0.5, 'e': 0.12027193199185891}",20,5,19.461040799772313,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.5, 'e': 0.11955246097138093}",20,13,11.960275480935367,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.5, 'e': 0.11883729385240965}",20,2,32.49896665403374,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.5, 'e': 0.11812640488885146}",25,1,42.01598100524143,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.5, 'e': 0.11741976848862698}",25,15,19.226413217828835,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
